date,time,srcIP,distIP,port,flow
2016-4-1,11:24:18,202.120.220.135,202.120.218.221,80,241
2016-4-1,11:24:18,202.120.220.135,202.120.216.221,80,241
2016-4-1,11:24:18,202.120.216.81,202.120.216.247,80,4885
2016-4-1,11:24:18,202.120.220.221,202.120.236.221,80,3513
2016-4-1,11:24:18,202.120.220.52,202.120.112.246,80,3329
2016-4-1,11:24:18,202.120.220.221,202.120.112.79,80,1788
2016-4-1,11:24:18,202.120.220.15,202.120.216.221,80,959
2016-4-1,11:24:18,202.120.220.15,202.120.216.221,80,292
2016-4-1,11:24:18,202.120.220.135,202.120.216.221,80,201
2016-4-1,11:24:18,202.120.220.135,202.120.218.221,80,201
2016-4-1,11:24:18,202.120.216.221,202.120.218.221,80,3735
2016-4-1,11:24:18,202.120.216.65,202.120.216.221,80,4763
2016-4-1,11:24:18,202.120.220.228,202.120.112.246,80,2510
2016-4-1,11:24:18,202.120.220.136,202.120.112.246,80,3329
2016-4-1,11:24:19,202.120.0.190,202.120.236.176,80,21628
2016-4-1,11:24:19,202.120.220.93,202.120.112.246,80,2027
2016-4-1,11:24:19,202.120.220.135,202.120.112.246,80,241
2016-4-1,11:24:19,202.120.216.51,202.120.112.246,80,2033
2016-4-1,11:24:20,202.120.0.190,202.120.236.176,80,34843
2016-4-1,11:24:20,202.120.138.193,202.120.236.178,80,284
2016-4-1,11:24:20,202.120.138.193,202.120.236.178,80,226
2016-4-1,11:24:22,202.120.138.191,202.120.236.178,80,1083
2016-4-1,11:24:23,202.120.140.100,202.120.234.198,80,442
2016-4-1,11:24:23,202.120.140.100,202.120.234.198,80,276
2016-4-1,11:24:24,202.120.176.238,202.120.234.198,80,276
2016-4-1,11:24:24,202.120.169.190,202.120.161.2,80,3203
2016-4-1,11:24:28,202.120.0.190,202.120.236.176,80,36089
2016-4-1,11:24:28,202.120.138.191,202.120.236.174,80,836
2016-4-1,11:24:28,202.120.138.191,202.120.236.174,80,304
2016-4-1,11:24:37,202.120.220.41,202.120.112.246,80,2027
2016-4-1,11:24:37,202.120.220.15,202.120.112.246,80,1779
2016-4-1,11:24:37,202.120.216.48,202.120.216.221,80,1763
2016-4-1,11:24:37,202.120.216.97,202.120.112.246,80,1799
2016-4-1,11:24:37,202.120.216.83,202.120.112.246,80,2025
2016-4-1,11:24:38,202.120.216.97,202.120.236.221,80,4861
2016-4-1,11:24:38,202.120.128.25,202.120.157.225,80,1916
2016-4-1,11:24:38,202.120.216.31,202.120.216.221,80,913
2016-4-1,11:24:38,202.120.220.32,202.120.112.30,80,1275
2016-4-1,11:24:38,202.120.216.97,202.120.236.221,80,3011
2016-4-1,11:24:38,202.120.220.230,202.120.0.10,80,739
2016-4-1,11:24:38,202.120.216.48,202.120.112.246,80,1925
2016-4-1,11:24:38,202.120.216.44,202.120.112.246,80,2027
2016-4-1,11:24:38,202.120.220.221,202.120.236.221,80,352
2016-4-1,11:24:38,202.120.220.221,202.120.236.221,80,1041
2016-4-1,11:24:38,202.120.220.221,202.120.216.221,80,375
2016-4-1,11:24:38,202.120.220.15,202.120.218.221,80,2931
2016-4-1,11:24:38,202.120.220.221,202.120.216.221,80,300
2016-4-1,11:24:38,202.120.220.221,202.120.216.221,80,625
2016-4-1,11:24:38,202.120.216.48,202.120.112.246,80,3259
2016-4-1,11:24:38,202.120.220.32,202.120.112.30,80,112
2016-4-1,11:24:38,202.120.220.32,202.120.112.30,80,212
2016-4-1,11:24:38,202.120.216.69,202.120.2.181,80,1917
2016-4-1,11:24:38,202.120.220.15,202.120.218.221,80,4781
2016-4-1,11:24:38,202.120.216.44,202.120.112.246,80,3329
